id,student_info_id,father_name,father_occupation,father_phone,mother_name,mother_occupation,mother_phone,guardian_name,guardian_relationship,guardian_phone,created_at,updated_at,deleted_at
,C00-0229,John Coleman,"Research officer, trade union",9935330900,Jennifer Barnes,Clinical embryologist,9226713477,,,,33:38.4,33:38.4,
,C00-0230,Kevin Jones,"Psychologist, sport and exercise",9509700583,Melissa Smith,Banker,9868563628,,,,33:38.4,33:38.4,
,C00-0231,Brandon Edwards,"Engineer, maintenance",9570068711,Pamela Nelson,Photographer,9822984479,,,,33:38.4,33:38.4,
,C00-0232,,,,,,,Monica Davila,Grandparent,9955917738,33:38.4,33:38.4,
,C00-0233,Brandon Tyler,Air cabin crew,9910591529,Ann Howard,Clinical cytogeneticist,9380121539,,,,33:38.4,33:38.4,
,C00-0234,Christopher Hughes,Forensic psychologist,9584168245,Elizabeth Schroeder,Bookseller,9931818177,,,,33:38.4,33:38.4,
,C00-0235,,,,,,,Michaela Knox,Grandparent,9399368847,33:38.4,33:38.4,
,C00-0236,Alex Jimenez,Newspaper journalist,9726741227,Regina Acevedo,"Runner, broadcasting/film/video",9665268416,,,,33:38.4,33:38.4,
,C00-0237,Casey Peters,Charity officer,9544533539,Paula Ross,Ambulance person,9554999600,,,,33:38.4,33:38.4,
,C00-0238,,,,,,,Melanie Tyler,Aunt,9088501405,33:38.4,33:38.4,
,C00-0239,,,,,,,Lisa Terrell,Aunt,9653313221,33:38.4,33:38.4,
,C00-0240,John Dickerson,Adult nurse,9749392957,Kayla Bowman,"Accountant, chartered",9798117100,,,,33:38.4,33:38.4,
,C00-0241,,,,,,,Tonya Conner,Aunt,9667896100,33:38.4,33:38.4,
,C00-0242,Thomas Peterson,Horticultural therapist,9254306929,Kelli Snyder,"Engineer, maintenance (IT)",9074819607,,,,33:38.4,33:38.4,
,C00-0243,Jon Coffey,Ceramics designer,9519334212,Morgan Butler,"Producer, radio",9977076867,,,,33:38.4,33:38.4,
,C00-0244,Richard Robinson,"Teacher, adult education",9463022506,Kathleen Stewart,"Engineer, electrical",9805330221,,,,33:38.4,33:38.4,
,C00-0245,Thomas Johnson,Management consultant,9731346479,Teresa Hayes,"Biochemist, clinical",9377311442,,,,33:38.4,33:38.4,
,C00-0246,,,,,,,Abigail Graham,Grandparent,9773526994,33:38.4,33:38.4,
,C00-0247,George Fernandez,Music tutor,9689409991,Caroline Wright,Cytogeneticist,9212435053,,,,33:38.4,33:38.4,
,C00-0248,Robert Haley,"Optician, dispensing",9300288966,Jennifer Jones,"Research officer, government",9419391226,,,,33:38.4,33:38.4,
,C00-0249,Jay Johnson,"Designer, textile",9623424286,Taylor Gross,Amenity horticulturist,9788656999,,,,33:38.4,33:38.4,
,C00-0250,,,,,,,Gary Torres,Uncle,9762652945,33:38.4,33:38.4,
,C00-0251,David Cole,Midwife,9979710487,Molly Rogers,Arts administrator,9915993310,,,,33:38.4,33:38.4,
,C00-0252,Richard Levine,Communications engineer,9128772142,Rachel Smith,Chartered certified accountant,9113374454,,,,33:38.4,33:38.4,
,C00-0253,,,,,,,Gloria Foley,Uncle,9045085238,33:38.4,33:38.4,
,C00-0254,Brian Lynch,"Designer, television/film set",9366135156,Karen Lee PhD,"Exhibitions officer, museum/gallery",9633148534,,,,33:38.4,33:38.4,
,C00-0255,Jose Hill,Dietitian,9488475460,Melanie Russell,Chief Operating Officer,9569700718,,,,33:38.4,33:38.4,
,C00-0256,Todd Bailey,Illustrator,9703200455,Misty Williams,"Optician, dispensing",9504280223,,,,33:38.4,33:38.4,
,C00-0257,Gregory Lewis,IT trainer,9919269116,Theresa Mendez,Marine scientist,9716486904,,,,33:38.4,33:38.4,
,C00-0258,Brett Knight,Camera operator,9661266371,Julie Johnson,Systems developer,9987338764,,,,33:38.4,33:38.4,
,C00-0259,James Nguyen,Field trials officer,9287319737,Alicia Alexander,Police officer,9456703455,,,,33:38.4,33:38.4,
,C00-0260,Derrick Buck,Print production planner,9242207077,Sara Wolfe,"Engineer, maintenance",9105448840,,,,33:38.4,33:38.4,
,C00-0261,Dr. Joel Brown,"Therapist, music",9219439375,Stephanie Bell,Art gallery manager,9297195509,,,,33:38.4,33:38.4,
,C00-0262,Justin Hampton,Osteopath,9035631450,Ashley Mason,"Investment banker, corporate",9835883340,,,,33:38.4,33:38.4,
,C00-0263,Paul Green,Charity fundraiser,9802236173,Monique Santiago,"Engineer, maintenance (IT)",9181096603,,,,33:38.4,33:38.4,
,C00-0264,Steven Porter,TEFL teacher,9396478150,Lorraine Reid,Fine artist,9114653506,,,,33:38.4,33:38.4,
,C00-0265,Justin King,Retail merchandiser,9624481007,Michelle Whitney,Medical illustrator,9998764506,,,,33:38.4,33:38.4,
,C00-0266,,,,,,,Robert Huffman,Uncle,9745710095,33:38.4,33:38.4,
,C00-0267,John Durham,Higher education lecturer,9140729623,Karen Kim,"Programmer, systems",9260873804,,,,33:38.4,33:38.4,
,C00-0268,,,,,,,Denise Alexander,Grandparent,9969945966,33:38.4,33:38.4,
,C00-0269,Bryan Hopkins,Airline pilot,9081640514,Megan Lewis,"Designer, multimedia",9244592426,,,,33:38.4,33:38.4,
,C00-0270,,,,,,,Tina Shaw,Grandparent,9590877396,33:38.4,33:38.4,
,C00-0271,Daniel Woods,Operational researcher,9506279058,Miss Brittany Brooks,Community arts worker,9653834475,,,,33:38.4,33:38.4,
,C00-0272,David Jones,Occupational psychologist,9871695005,Alicia Gibson,"Therapist, drama",9964341090,,,,33:38.4,33:38.4,
,C00-0273,Marcus Scott,Web designer,9340708769,Jamie Campbell,Sports coach,9195931701,,,,33:38.4,33:38.4,
,C00-0274,Michael Erickson,Landscape architect,9382011167,Colleen Stephens,Airline pilot,9271712799,,,,33:38.4,33:38.4,
,C00-0275,David Joseph,Osteopath,9592000313,Bridget Huynh,Research scientist (physical sciences),9528361071,,,,33:38.4,33:38.4,
,C00-0276,Robert Little,Television production assistant,9971967685,Mrs. Barbara Conner DVM,Translator,9864262635,,,,33:38.4,33:38.4,
,C00-0277,,,,,,,Lisa Stewart,Aunt,9070195584,33:38.4,33:38.4,
,C00-0278,,,,,,,Erin Smith,Grandparent,9865451821,33:38.4,33:38.4,
,C00-0279,David Russell,"Engineer, automotive",9368544313,Katherine Campbell,Legal secretary,9374544811,,,,33:38.4,33:38.4,
,C00-0280,Jeremy Trujillo,Health promotion specialist,9497453957,Angela Wright,Actor,9357421253,,,,33:38.4,33:38.4,
,C00-0281,,,,,,,Dana Barajas,Uncle,9879020837,33:38.4,33:38.4,
,C00-0282,Joel Walter,"Optician, dispensing",9463629518,Christina Townsend,Data scientist,9069389077,,,,33:38.4,33:38.4,
,C00-0283,William Moore DDS,"Administrator, sports",9130967990,Jennifer Mckinney,Manufacturing engineer,9874746570,,,,33:38.4,33:38.4,
,C00-0284,,,,,,,Michael Turner,Grandparent,9164109084,33:38.4,33:38.4,
,C00-0285,,,,,,,Monique Soto,Aunt,9062642309,33:38.4,33:38.4,
,C00-0286,,,,,,,Sheila Williams,Aunt,9659713310,33:38.4,33:38.4,
,C00-0287,,,,,,,Patricia Barajas,Aunt,9054309857,33:38.4,33:38.4,
,C00-0288,Billy Marshall,Acupuncturist,9018985521,Valerie Prince,Ergonomist,9124352468,,,,33:38.4,33:38.4,
,C00-0289,Nicholas George,"Therapist, nutritional",9042623353,Karen Brown,Records manager,9362376404,,,,33:38.4,33:38.4,
,C00-0290,Michael Spencer,Purchasing manager,9054836250,Rebecca Newton,Editorial assistant,9410357315,,,,33:38.4,33:38.4,
,C00-0291,,,,,,,Jennifer Wang,Uncle,9649370352,33:38.4,33:38.4,
,C00-0292,Brent Warren DDS,Management consultant,9412048203,Melissa Rodriguez,Building services engineer,9198267126,,,,33:38.4,33:38.4,
,C00-0293,,,,,,,Danielle Blake,Uncle,9755370398,33:38.5,33:38.5,
,C00-0294,,,,,,,Amanda Benson,Uncle,9886718818,33:38.5,33:38.5,
,C00-0295,Nicholas Norris,"Engineer, building services",9902387292,Gloria Morrison,Agricultural consultant,9262982868,,,,33:38.5,33:38.5,
,C00-0296,,,,,,,Sergio Jensen,Grandparent,9381143489,33:38.5,33:38.5,
,C00-0297,,,,,,,Katherine Walker,Aunt,9404604973,33:38.5,33:38.5,
,C00-0298,,,,,,,Julie Gross,Aunt,9260406582,33:38.5,33:38.5,
,C00-0299,Maurice Wilson,"Doctor, hospital",9740590812,Lisa Burgess,Insurance broker,9773375296,,,,33:38.5,33:38.5,
,C00-0300,Eric Richardson,Ambulance person,9330447409,Catherine Weaver,"Surveyor, building",9533623377,,,,33:38.5,33:38.5,
,C00-0301,Daniel Smith,Clinical research associate,9525870049,Destiny Daugherty,"Librarian, public",9115845658,,,,33:38.5,33:38.5,
,C00-0302,Matthew Brown,"Designer, textile",9341494628,Mary Green,"Editor, magazine features",9234324113,,,,33:38.5,33:38.5,
,C00-0303,Michael Perkins,Geochemist,9311272221,Jennifer Owen,Pension scheme manager,9773123414,,,,33:38.5,33:38.5,
,C00-0304,,,,,,,Gregory Knight,Aunt,9514699502,33:38.5,33:38.5,
,C00-0305,John Atkins,Chartered accountant,9865826734,Donna Scott,Field seismologist,9769792007,,,,33:38.5,33:38.5,
,C00-0306,Barry Ray,Multimedia specialist,9293953137,Elizabeth Gutierrez,Drilling engineer,9783018117,,,,33:38.5,33:38.5,
,C00-0307,,,,,,,Joshua Hoffman,Aunt,9941713418,33:38.5,33:38.5,
,C00-0308,Scott Vasquez,Ship broker,9051621213,Stephanie Lewis,Public librarian,9482550782,,,,33:38.5,33:38.5,
,C00-0309,Patrick Clark,"Psychologist, occupational",9574887156,Amanda Freeman,"Production assistant, television",9784715872,,,,33:38.5,33:38.5,
,C00-0310,,,,,,,Alexander Bentley,Grandparent,9590942919,33:38.5,33:38.5,
,C00-0311,,,,,,,Erica Ho,Uncle,9472093002,33:38.5,33:38.5,
,C00-0312,,,,,,,Brandon Jones,Uncle,9130301528,33:38.5,33:38.5,
,C00-0313,,,,,,,Anthony Luna DDS,Uncle,9148501222,33:38.5,33:38.5,
,C00-0314,,,,,,,Paul Wilkerson,Grandparent,9838178093,33:38.5,33:38.5,
,C00-0315,Jose Perry,Research scientist (life sciences),9038851588,Donna Marsh,"Engineer, electronics",9906016251,,,,33:38.5,33:38.5,
,C00-0316,Geoffrey Jones,Retail banker,9886904450,Diana Torres,Chartered loss adjuster,9919323151,,,,33:38.5,33:38.5,
,C00-0317,John Oneal,Sub,9429134594,Jessica Jones,"Producer, radio",9836547971,,,,33:38.5,33:38.5,
,C00-0318,Vincent Pruitt,Oncologist,9044668211,Victoria Castillo,Research scientist (medical),9206489024,,,,33:38.5,33:38.5,
,C00-0319,James Obrien,Sales promotion account executive,9188565972,Lori Bautista,Claims inspector/assessor,9621492822,,,,33:38.5,33:38.5,
,C00-0320,,,,,,,Rachel Luna,Grandparent,9037084809,33:38.5,33:38.5,
,C00-0321,Robert Zhang,Firefighter,9648405337,Andrea Taylor,Materials engineer,9223505418,,,,33:38.5,33:38.5,
,C00-0322,Gene Nelson,Chartered certified accountant,9421496425,Evelyn Thompson DVM,Ophthalmologist,9145252541,,,,33:38.5,33:38.5,
,C00-0323,,,,,,,Alexis Evans,Uncle,9071814834,33:38.5,33:38.5,
,C00-0324,,,,,,,Stephanie Ramirez,Grandparent,9313090955,33:38.5,33:38.5,
,C00-0325,David Collins,Psychiatrist,9308289540,Jillian Jackson,Medical illustrator,9815922049,,,,33:38.5,33:38.5,
,C00-0326,Christopher Pollard,"Editor, film/video",9716035332,Madison Mckay,Graphic designer,9762191530,,,,33:38.5,33:38.5,
,C00-0327,,,,,,,Dr. Gregory Henderson,Grandparent,9346031992,33:38.5,33:38.5,
,C00-0328,,,,,,,Joshua Rich,Aunt,9724203344,33:38.5,33:38.5,
,C00-0329,William Thomas,"Designer, graphic",9326391832,Laura Griffith,Academic librarian,9122365913,,,,33:38.5,33:38.5,
,C00-0330,,,,,,,Jeffrey Moore,Grandparent,9284884143,33:38.5,33:38.5,
,C00-0331,Patrick Davis,Heritage manager,9661015666,Morgan Dawson,Environmental health practitioner,9806328872,,,,33:38.5,33:38.5,
,C00-0332,James Adams,Chiropractor,9593266524,Elizabeth Keith,"Loss adjuster, chartered",9274993718,,,,33:38.5,33:38.5,
,C00-0333,Hunter Martin,"Doctor, general practice",9766886823,Abigail Romero,Printmaker,9101093909,,,,33:38.5,33:38.5,
,C00-0334,Andrew Curtis,Warehouse manager,9113408891,Emily Carter,Medical laboratory scientific officer,9638644026,,,,33:38.5,33:38.5,
,C00-0335,Joseph Bailey,"Development worker, community",9406883074,Nicole Williams,Minerals surveyor,9244711310,,,,33:38.5,33:38.5,
,C00-0336,Robert Russell,Metallurgist,9559604649,Michelle Porter,Community development worker,9079430185,,,,33:38.5,33:38.5,
,C00-0337,,,,,,,Jordan Blackburn,Grandparent,9810016282,33:38.5,33:38.5,
,C00-0338,Joshua Delacruz DDS,Human resources officer,9017671060,Victoria Preston,"Administrator, Civil Service",9392992635,,,,33:38.5,33:38.5,
,C00-0339,Jay Castillo,"Journalist, broadcasting",9768800028,Cindy Gonzalez,Operations geologist,9415815488,,,,33:38.5,33:38.5,
,C00-0340,Ricardo Taylor,"Librarian, public",9940458737,Barbara Myers,Tourism officer,9315290208,,,,33:38.5,33:38.5,
,C00-0341,Luis Hudson,Medical technical officer,9807508360,Kristina Rogers,Clinical psychologist,9555226743,,,,33:38.5,33:38.5,
,C00-0342,Jeremy Williams,"Librarian, academic",9280656456,Stephanie King,Toxicologist,9229019657,,,,33:38.5,33:38.5,
,C00-0343,Henry Meadows,"Presenter, broadcasting",9897018013,Carrie Kirby,Adult nurse,9763252314,,,,33:38.5,33:38.5,
,C00-0344,,,,,,,Glenn Flowers,Grandparent,9375121851,33:38.5,33:38.5,
,C00-0345,,,,,,,Gabrielle Gates,Grandparent,9573877021,33:38.5,33:38.5,
,C00-0346,,,,,,,Susan Campbell,Grandparent,9285076424,33:38.5,33:38.5,
,C00-0347,,,,,,,Michelle Curtis,Uncle,9287331746,33:38.5,33:38.5,
,C00-0348,David Kirby,Public affairs consultant,9605017197,Donna Wilson,Ship broker,9741302562,,,,33:38.5,33:38.5,
,C00-0349,,,,,,,Mario Estrada,Aunt,9627914263,33:38.5,33:38.5,
,C00-0350,Billy Jacobs,Materials engineer,9075384429,Jenna Barrett,Banker,9716479155,,,,33:38.5,33:38.5,
,C00-0351,Eric Briggs,Visual merchandiser,9950758946,Erin Blackwell,Waste management officer,9673490520,,,,33:38.5,33:38.5,
,C00-0352,Jose Knight,Oncologist,9610714716,Laura Jordan,"Programme researcher, broadcasting/film/video",9045013579,,,,33:38.5,33:38.5,
,C00-0353,William Allen,"Surveyor, quantity",9137623759,Anne Velazquez,Ceramics designer,9481431048,,,,33:38.5,33:38.5,
,C00-0354,James Mclean,"Physicist, medical",9302603127,Stephanie Gardner,"Surveyor, commercial/residential",9584408210,,,,33:38.5,33:38.5,
,C00-0355,,,,,,,Stephanie Carr,Uncle,9519720510,33:38.5,33:38.5,
,C00-0356,Robert Taylor,"Solicitor, Scotland",9643627527,Kara Williams,Dispensing optician,9302716763,,,,33:38.5,33:38.5,
,C00-0357,,,,,,,Erin Blanchard,Aunt,9097854743,33:38.5,33:38.5,
,C00-0358,Douglas Soto,Toxicologist,9593789287,Jessica Blackwell,Event organiser,9479343826,,,,33:38.5,33:38.5,
,C00-0359,Kevin Martinez,"Designer, blown glass/stained glass",9846532801,Felicia Wilson,Recycling officer,9227712425,,,,33:38.5,33:38.5,
,C00-0360,Thomas Underwood,Merchant navy officer,9415416792,Candace Walsh,Secondary school teacher,9327277147,,,,33:38.5,33:38.5,
,C00-0361,David Boyd,Community pharmacist,9478696555,Sara White,Lawyer,9287644613,,,,33:38.5,33:38.5,
,C00-0362,,,,,,,Wanda Hernandez,Grandparent,9729326494,33:38.5,33:38.5,
,C00-0363,Austin Baldwin,Comptroller,9832480947,Belinda Greene,"Scientist, forensic",9840863176,,,,33:38.5,33:38.5,
,C00-0364,Larry Holt,Biomedical scientist,9630030140,Stacey George,Arts administrator,9176364782,,,,33:38.5,33:38.5,
,C00-0365,,,,,,,Sabrina Smith,Uncle,9452037025,33:38.6,33:38.6,
,C00-0366,Gary Frank,Barrister,9420508093,Melissa Johnston,Operations geologist,9544622551,,,,33:38.6,33:38.6,
,C00-0367,,,,,,,Brian Smith,Grandparent,9505063691,33:38.6,33:38.6,
,C00-0368,Miguel Graves,Health and safety adviser,9473913910,Shelby Hayden,"Engineer, maintenance (IT)",9722804999,,,,33:38.6,33:38.6,
,C00-0369,Robert Olson,Exhibition designer,9574106262,Cindy Cook,Dealer,9020575253,,,,33:38.6,33:38.6,
,C00-0370,Jeffrey York,Technical sales engineer,9237764784,Lindsay Cunningham,Ambulance person,9125532252,,,,33:38.6,33:38.6,
,C00-0371,Dr. Adam Webb,Wellsite geologist,9631786152,Alexis Gonzalez,Senior tax professional/tax inspector,9786089364,,,,33:38.6,33:38.6,
,C00-0372,Patrick Ross,"Horticulturist, amenity",9151848984,Penny Gordon,Financial manager,9629929916,,,,33:38.6,33:38.6,
,C00-0373,Kyle Nguyen,"Lecturer, higher education",9104688308,Tiffany Stokes,"Scientist, audiological",9227725101,,,,33:38.6,33:38.6,
,C00-0374,Jamie Molina,Print production planner,9232389368,Laura Kline,Air cabin crew,9547489841,,,,33:38.6,33:38.6,
,C00-0375,Dr. Jacob Lin,Sports administrator,9324479832,Kimberly Parks,"Geneticist, molecular",9636448834,,,,33:38.6,33:38.6,
,C00-0376,,,,,,,Laura Mayer,Aunt,9451802286,33:38.6,33:38.6,
,C00-0377,Brian Cohen,Market researcher,9600610128,Erika Bush,Building surveyor,9280011642,,,,33:38.6,33:38.6,
,C00-0378,Robert Arnold,Tourism officer,9857574285,Vanessa Romero,Passenger transport manager,9385217175,,,,33:38.6,33:38.6,
,C00-0379,,,,,,,Carol Baker,Grandparent,9386619372,33:38.6,33:38.6,
,C00-0380,,,,,,,Nicole Wilkins,Uncle,9479368791,33:38.6,33:38.6,
,C00-0381,Adrian Walker,"Civil engineer, consulting",9418253036,Mary Miller,Computer games developer,9640358019,,,,33:38.6,33:38.6,
,C00-0382,Jason Ferguson,Special educational needs teacher,9651106088,Kristen Boyle,"Copywriter, advertising",9364959123,,,,33:38.6,33:38.6,
,C00-0383,Darren Tate,"Teacher, secondary school",9443940671,April Evans,"Radiographer, diagnostic",9141387981,,,,33:38.6,33:38.6,
,C00-0384,,,,,,,Alexandra Jensen DDS,Grandparent,9147199086,33:38.6,33:38.6,
,C00-0385,,,,,,,Michael Hunter,Aunt,9994532353,33:38.6,33:38.6,
,C00-0386,,,,,,,Jessica Williams,Grandparent,9865444178,33:38.6,33:38.6,
,C00-0387,Dr. Nicholas Dawson,Meteorologist,9948728912,Lisa Sullivan,Location manager,9471560206,,,,33:38.6,33:38.6,
,C00-0388,,,,,,,Derek Thomas,Grandparent,9552595523,33:38.6,33:38.6,
,C00-0389,,,,,,,Steven Moreno,Grandparent,9837661514,33:38.6,33:38.6,
,C00-0390,John Khan,"Research officer, political party",9031998507,Mary Parks,Academic librarian,9391846716,,,,33:38.6,33:38.6,
,C00-0391,,,,,,,Jessica Singh,Aunt,9159849711,33:38.6,33:38.6,
,C00-0392,Jose Fitzpatrick,Armed forces training and education officer,9460424857,Jennifer Davenport,"Social research officer, government",9871546702,,,,33:38.6,33:38.6,
,C00-0393,Cory Gardner,Clinical biochemist,9202809117,Sharon Smith,"Administrator, local government",9237061921,,,,33:38.6,33:38.6,
,C00-0394,Chris Dawson,Ecologist,9563742907,Katherine Rodriguez,Public librarian,9702669544,,,,33:38.6,33:38.6,
,C00-0395,Roger Porter,Leisure centre manager,9591310786,Teresa Carter,Technical brewer,9062304593,,,,33:38.6,33:38.6,
,C00-0396,Lonnie Wright,Senior tax professional/tax inspector,9511718776,Mary Walsh,Midwife,9444399004,,,,33:38.6,33:38.6,
,C00-0397,Gregory Hess,"Runner, broadcasting/film/video",9605256484,Sarah Cross,Community education officer,9618683179,,,,33:38.6,33:38.6,
,C00-0398,Dr. Jared Sullivan,Broadcast presenter,9634179824,Allison Garrett,IT sales professional,9308205114,,,,33:38.6,33:38.6,
,C00-0399,Jeffrey Acosta,Radiation protection practitioner,9581437465,Diane Dickerson,Chief Executive Officer,9156527791,,,,33:38.6,33:38.6,
,C00-0400,Gene Jones,Agricultural consultant,9298901375,Jenna Carter,"Teacher, special educational needs",9080107881,,,,33:38.6,33:38.6,
,C00-0401,,,,,,,Shannon Scott,Grandparent,9488393625,33:38.6,33:38.6,
,C00-0402,Mitchell Jenkins,Clinical embryologist,9689936786,Taylor Olson,Recruitment consultant,9779904847,,,,33:38.6,33:38.6,
,C00-0403,Dale Williams,Land,9385335246,Megan Horne,Mechanical engineer,9515326213,,,,33:38.6,33:38.6,
,C00-0404,,,,,,,William Adkins,Grandparent,9271184760,33:38.6,33:38.6,
,C00-0405,,,,,,,Daniel Davis,Grandparent,9703199129,33:38.6,33:38.6,
,C00-0406,,,,,,,Adrienne Colon,Uncle,9877062577,33:38.6,33:38.6,
,C00-0407,Mr. Jonathan Davis,Clinical molecular geneticist,9410892163,Veronica Zamora,Analytical chemist,9326369172,,,,33:38.6,33:38.6,
,C00-0408,Nicholas James,"Administrator, sports",9414100112,Allison Vargas,"Programmer, applications",9949385789,,,,33:38.6,33:38.6,
,C00-0409,Jesse Gallagher,Health and safety adviser,9953966201,April Oneal,Midwife,9441301277,,,,33:38.6,33:38.6,
,C00-0410,Ryan Coleman,Visual merchandiser,9740342990,Erin Gonzalez,Data processing manager,9234055290,,,,33:38.6,33:38.6,
,C00-0411,,,,,,,Brandon Moore,Aunt,9971043368,33:38.6,33:38.6,
,C00-0412,Andrew Manning,Associate Professor,9485585271,Renee Stewart,"Accountant, chartered public finance",9640759320,,,,33:38.6,33:38.6,
,C00-0413,,,,,,,Alyssa Mendoza,Grandparent,9190991058,33:38.6,33:38.6,
,C00-0414,,,,,,,Benjamin Lozano,Uncle,9820919691,33:38.6,33:38.6,
,C00-0415,Paul Brown,Legal executive,9762644750,Susan Callahan,Print production planner,9996940350,,,,33:38.6,33:38.6,
,C00-0416,James Roberts,Insurance underwriter,9356859232,Wendy Thompson,Occupational psychologist,9198232439,,,,33:38.6,33:38.6,
,C00-0417,Eric Hurley,Fitness centre manager,9241794572,Julie Flores,Corporate treasurer,9389466970,,,,33:38.6,33:38.6,
,C00-0418,,,,,,,Theresa Gilbert,Uncle,9419887652,33:38.6,33:38.6,
,C00-0419,Isaac Michael,Site engineer,9565811727,Jenna Tucker,"Psychologist, sport and exercise",9684666778,,,,33:38.6,33:38.6,
,C00-0420,Kevin Brewer,Training and development officer,9543886015,Ashley Brown,Civil Service administrator,9931537211,,,,33:38.6,33:38.6,
,C00-0421,,,,,,,Michelle Wyatt,Uncle,9227523294,33:38.6,33:38.6,
,C00-0422,Manuel Molina,"Scientist, forensic",9150957859,Alexandra Lester,Education administrator,9660660286,,,,33:38.6,33:38.6,
